x	y	cut_x	y_label_idx
我想看18年上线的动作类电影呢	FilmTele-Play	我 想 看 18 年 上线 的 动作类 电影 呢	3
给我播放窥探的第十集可以吗	FilmTele-Play	给 我 播放 窥探 的 第十集 可以 吗	3
帮我找一个60年代的恐怖悬疑片	FilmTele-Play	帮 我 找 一个 60 年代 的 恐怖 悬疑片	3
我需要看一个贺军翔主演的台湾偶像剧呢	FilmTele-Play	我 需要 看 一个 贺军翔 主演 的 台湾 偶像剧 呢	3
我想要看张翰和赵丽颖演的杉杉来了	FilmTele-Play	我 想要 看 张翰 和 赵丽颖演 的 杉杉 来 了	3
播放独孤皇后	FilmTele-Play	播放 独孤 皇后	3
再续播三集爱情公寓第三季。	FilmTele-Play	再续 播 三集 爱情 公寓 第三季 。	3
观看美国电影绿皮书。	FilmTele-Play	观看 美国 电影 绿皮书 。	3
台湾林心如的电视剧给我播放一个行吗	FilmTele-Play	台湾 林心如 的 电视剧 给 我 播放 一个 行 吗	3
你能把迪丽热巴主演的三生三世枕上书播放给我看么	FilmTele-Play	你 能 把 迪丽 热巴 主演 的 三生 三世 枕上 书 播放 给 我 看 么	3
能来一部范冰冰版的武媚娘传奇吗	FilmTele-Play	能 来 一部 范冰冰 版 的 武媚娘 传奇 吗	3
给我看一个台湾演员何润东的电影吧	FilmTele-Play	给 我 看 一个 台湾 演员 何润东 的 电影吧	3
打开张艺谋2021年新拍的悬崖之上	FilmTele-Play	打开 张艺谋 2021 年 新 拍 的 悬崖 之上	3
请播放姜文导演的阳光灿烂的日子。	FilmTele-Play	请 播放 姜文 导演 的 阳光灿烂 的 日子 。	3
美国的贾斯汀汀布莱克出演的电影我想看一部	FilmTele-Play	美国 的 贾 斯汀 汀 布莱克 出演 的 电影 我 想 看 一部	3
请给我播放警花与警犬	FilmTele-Play	请 给 我 播放 警花 与 警犬	3
我想看已经完结的夜天子	FilmTele-Play	我 想 看 已经 完结 的 夜 天子	3
找一下你是我的奇迹并且播放	FilmTele-Play	找 一下 你 是 我 的 奇迹 并且 播放	3
来个将夜看看	FilmTele-Play	来个 将 夜 看看	3
能帮我播一下破产姐妹吗	FilmTele-Play	能帮 我播 一下 破产 姐妹 吗	3
好想看周星驰演的功夫	FilmTele-Play	好 想 看 周星驰 演 的 功夫	3
找部中流击水看看	FilmTele-Play	找部 中流 击水 看看	3
如懿传继续播放一下行不行呢	FilmTele-Play	如懿传 继续 播放 一下 行不行 呢	3
找章子怡出演的一代宗师并播放	FilmTele-Play	找 章子怡 出演 的 一代宗师 并 播放	3
给我播放一个大陆拍摄的看了就想谈恋爱的剧呢	FilmTele-Play	给 我 播放 一个 大陆 拍摄 的 看 了 就 想 谈恋爱 的 剧 呢	3
五年前唐嫣的剧随便来一个	FilmTele-Play	五年 前唐 嫣 的 剧 随便 来 一个	3
在腾讯上播放时间倒数遇见你	FilmTele-Play	在 腾讯 上 播放 时间 倒数 遇见 你	3
现在就播英国电影爱丽丝梦游仙境。	FilmTele-Play	现在 就播 英国 电影 爱丽丝 梦游 仙境 。	3
大陆武侠剧封神英雄榜1点5倍速播给我看	FilmTele-Play	大陆 武侠剧 封神 英雄榜 1 点 5 倍速 播给 我 看	3
播放暗影要1点5倍的	FilmTele-Play	播放 暗影 要 1 点 5 倍 的	3
历史题材影片张艺谋拍的悬崖之上播一下	FilmTele-Play	历史 题材 影片 张艺谋 拍 的 悬崖 之上 播 一下	3
赵露思演的那个我喜欢你给我在腾讯上放一下	FilmTele-Play	赵露 思演 的 那个 我 喜欢 你 给 我 在 腾讯 上放 一下	3
播放新剧在一起，这是陈数雷佳音等群星主演挺感人的	FilmTele-Play	播放 新剧 在 一起 ， 这是 陈数雷 佳音 等 群星 主演 挺 感人 的	3
播放历史片建军大业。	FilmTele-Play	播放 历史 片 建军 大业 。	3
播放我可能不会爱你的大结局	FilmTele-Play	播放 我 可能 不会 爱 你 的 大结局	3
我想看马丽出演的喜剧电影呢	FilmTele-Play	我 想 看 马丽 出演 的 喜剧电影 呢	3
有没有长歌行看啊要迪丽热巴演的那个	FilmTele-Play	有没有 长 歌行 看 啊 要迪丽 热巴 演 的 那个	3
谋局有么有给我播放	FilmTele-Play	谋局 有 么 有 给 我 播放	3
麻烦播一下北国英雄	FilmTele-Play	麻烦 播 一下 北国 英雄	3
想看由李少红导演的四十不惑	FilmTele-Play	想 看 由 李少 红 导演 的 四十不惑	3
开始播美国的喜剧片老友记	FilmTele-Play	开始 播 美国 的 喜剧片 老友记	3
泰国的战争片可以来一个吗	FilmTele-Play	泰国 的 战争片 可以 来 一个 吗	3
是否可以来一个吴刚参演的犯罪电影啊	FilmTele-Play	是否 可以 来 一个 吴刚 参演 的 犯罪 电影 啊	3
我想看喜剧夏洛特烦恼可以吗	FilmTele-Play	我 想 看 喜剧 夏洛特 烦恼 可以 吗	3
2009年大陆上线的家庭伦理剧播放	FilmTele-Play	2009 年 大陆 上线 的 家庭 伦理 剧 播放	3
看刘昊然演的九州缥缈录	FilmTele-Play	看 刘昊然 演 的 九州 缥缈 录	3
我要看下一站幸福的第十集呢	FilmTele-Play	我要 看下 一站 幸福 的 第十集 呢	3
要看宋威龙和林允演的彼岸花1点25倍速播放	FilmTele-Play	要 看 宋 威龙 和 林允演 的 彼岸花 1 点 25 倍速 播放	3
你是不是可以帮我播放一下青云志这个电视剧	FilmTele-Play	你 是不是 可以 帮 我 播放 一下 青云 志 这个 电视剧	3
推理剧的那个锦衣之下能播放吗	FilmTele-Play	推理 剧 的 那个 锦衣 之下 能 播放 吗	3
能来一个安妮海瑟薇的美剧看看吗	FilmTele-Play	能 来 一个 安妮 海瑟薇 的 美剧 看看 吗	3
从乐视上放港囧我想看	FilmTele-Play	从乐视 上 放港 囧 我 想 看	3
今年日本比较火的推理类电影播放一个吧	FilmTele-Play	今年 日本 比较 火 的 推理 类 电影 播放 一个 吧	3
张根硕的韩剧可以找一个看不	FilmTele-Play	张根硕 的 韩剧 可以 找 一个 看 不	3
请播放最新更新的几集美好生活	FilmTele-Play	请 播放 最新更新 的 几集 美好生活	3
张艺谋导演的电影随便找一个播放出来	FilmTele-Play	张艺谋 导演 的 电影 随便 找 一个 播放 出来	3
一整天在家看刘亦菲主演的神雕侠侣	FilmTele-Play	一整天 在家 看 刘亦菲 主演 的 神雕侠侣	3
胡歌在九十年代之后演的琅琊榜搜一下	FilmTele-Play	胡歌 在 九十年代 之后 演 的 琅 琊 榜 搜 一下	3
我想看一下电视剧会有天使替我爱你，有范冰冰的那个	FilmTele-Play	我 想 看 一下 电视剧 会 有 天使 替 我爱你 ， 有 范冰冰 的 那个	3
隐秘的角落这个推理电视剧播放一下吧	FilmTele-Play	隐秘 的 角落 这个 推理 电视剧 播放 一下 吧	3
是不是可以帮我找一部郭敬明的电影播放	FilmTele-Play	是不是 可以 帮 我 找 一部 郭敬明 的 电影 播放	3
给俺放一下美国出版的电影大黄蜂。	FilmTele-Play	给 俺 放 一下 美国 出版 的 电影 大黄蜂 。	3
能不能继续播放肖战的那个古装剧呢	FilmTele-Play	能 不能 继续 播放 肖战 的 那个 古装剧 呢	3
随机播放观影单里的青春文艺片	FilmTele-Play	随机 播放 观影 单里 的 青春 文艺片	3
想看前两年沈严导演拍摄天盛长歌三十集	FilmTele-Play	想 看前 两年 沈严 导演 拍摄 天盛 长歌 三十 集	3
现在要看那个狼烟遍地的大结局	FilmTele-Play	现在 要 看 那个 狼烟 遍地 的 大结局	3
需要看一个韩国的偶像剧缓解一下情绪	FilmTele-Play	需要 看 一个 韩国 的 偶像剧 缓解 一下 情绪	3
想看九州天空城	FilmTele-Play	想 看 九州 天空 城	3
我想看一会玄幻剧三生三世十里桃花呢	FilmTele-Play	我 想 看 一会 玄幻剧 三生 三世 十里 桃花 呢	3
帮我播放陪你漫步这个世界的第40集	FilmTele-Play	帮 我 播放 陪 你 漫步 这个 世界 的 第 40 集	3
播一个去年国庆档的喜剧类影片呢	FilmTele-Play	播 一个 去年 国庆 档 的 喜剧类 影片 呢	3
迪丽热巴的古装剧可以来一部看看啊	FilmTele-Play	迪丽 热巴 的 古装剧 可以 来 一部 看看 啊	3
你能给我找一个日本的爱情片给我看	FilmTele-Play	你 能 给 我 找 一个 日本 的 爱情片 给 我 看	3
陈宝国和秦海璐演的老酒馆现在接着帮我放	FilmTele-Play	陈宝国 和 秦海璐 演 的 老 酒馆 现在 接着 帮 我 放	3
能不能来一个剧情片流金岁月呢	FilmTele-Play	能 不能 来 一个 剧情片 流金岁月 呢	3
来一个盗墓片的第一集	FilmTele-Play	来 一个 盗墓 片 的 第一集	3
好无聊啊，随便给我推荐放个70年代的武侠片	FilmTele-Play	好 无聊 啊 ， 随便 给 我 推荐 放个 70 年代 的 武侠片	3
我需要看一个韩国的爱情片呢	FilmTele-Play	我 需要 看 一个 韩国 的 爱情片 呢	3
大陆的龙岭迷窟麻烦帮我播一下	FilmTele-Play	大陆 的 龙岭迷 窟 麻烦 帮 我播 一下	3
放90年代出版的电影小鞋子。	FilmTele-Play	放 90 年代 出版 的 电影 小鞋子 。	3
找给我个谍战片夜幕下的哈尔滨吧	FilmTele-Play	找 给 我 个谍 战片 夜幕 下 的 哈尔滨 吧	3
朱茵演的古装电影随机来一个看一会吧	FilmTele-Play	朱茵演 的 古装 电影 随机 来 一个 看 一会 吧	3
随便找一个肖战出演的电视剧播放第一集	FilmTele-Play	随便 找 一个 肖战 出演 的 电视剧 播放 第一集	3
达摩祖师范冰冰的那个播出一下给我看	FilmTele-Play	达摩 祖师 范冰冰 的 那个 播出 一下 给 我 看	3
是不是能播放一个大陆的剧情片给我看啊	FilmTele-Play	是不是 能 播放 一个 大陆 的 剧情片 给 我 看 啊	3
我需要来一部2008年的古装剧	FilmTele-Play	我 需要 来 一部 2008 年 的 古装剧	3
古力娜扎的古装剧继续给我播放	FilmTele-Play	古力 娜 扎 的 古装剧 继续 给 我 播放	3
续播陈赫主演的爱情公寓13集	FilmTele-Play	续播 陈赫 主演 的 爱情 公寓 13 集	3
我想要看靳东江疏影演的恋爱先生	FilmTele-Play	我 想要 看 靳 东江 疏影 演 的 恋爱 先生	3
随机给我播一个惊悚剧情的电影可以吗	FilmTele-Play	随机 给 我播 一个 惊悚 剧情 的 电影 可以 吗	3
沈腾和贾玲出演的喜剧有么，播放一个呢	FilmTele-Play	沈腾 和 贾玲 出演 的 喜剧 有 么 ， 播放 一个 呢	3
继续播放如梦令第50集之后的剧集	FilmTele-Play	继续 播放 如梦令 第 50 集 之后 的 剧集	3
有没李易峰演的隐秘而伟大	FilmTele-Play	有 没 李易峰 演 的 隐秘 而 伟大	3
美国电影道格里曼导演的史密斯夫妇播放给我吧	FilmTele-Play	美国 电影 道 格里 曼 导演 的 史密斯 夫妇 播放 给 我 吧	3
播放杨洋主演的微微一笑很倾城。	FilmTele-Play	播放 杨洋 主演 的 微微一笑 很 倾城 。	3
请放00年代出版的放牛班的春天。	FilmTele-Play	请放 00 年代 出版 的 放牛班 的 春天 。	3
迪丽热巴的现代剧是不是能播放一个呢	FilmTele-Play	迪丽 热巴 的 现代 剧 是不是 能 播放 一个 呢	3
能帮我播一下电视剧绝地反击吗	FilmTele-Play	能帮 我播 一下 电视剧 绝地 反击 吗	3
你能找一个日本今年上线的电影给我看看吗	FilmTele-Play	你 能 找 一个 日本 今年 上线 的 电影 给 我 看看 吗	3
想看张佳宁演的电视剧就亲爱的设计师吧	FilmTele-Play	想 看 张佳宁演 的 电视剧 就 亲爱 的 设计师 吧	3
2021年电影你的婚礼给我播放一下吧	FilmTele-Play	2021 年 电影 你 的 婚礼 给 我 播放 一下 吧	3
给我找一个大陆悬疑片看看	FilmTele-Play	给 我 找 一个 大陆 悬疑片 看看	3
我需要看一会日本的武藤兰的电视剧呢	FilmTele-Play	我 需要 看 一会 日本 的 武藤兰 的 电视剧 呢	3
继续播放一下杨幂的古装剧可以不	FilmTele-Play	继续 播放 一下 杨幂 的 古装剧 可以 不	3
想看贾玲拍的电影你好李焕英。	FilmTele-Play	想 看 贾玲 拍 的 电影 你好 李焕英 。	3
找个言情片给我播放最后一集	FilmTele-Play	找个 言情片 给 我 播放 最后 一集	3
播放一个中国香港的溏心风暴看看	FilmTele-Play	播放 一个 中国香港 的 溏 心 风暴 看看	3
有没有沈腾今年播出的喜剧播放一下呢	FilmTele-Play	有没有 沈腾 今年 播出 的 喜剧 播放 一下 呢	3
点播恐怖剧集初代吸血鬼第十二集	FilmTele-Play	点播 恐怖 剧集 初代 吸血鬼 第十二 集	3
看一会龚俊的山河令可以吗	FilmTele-Play	看 一会 龚俊 的 山河 令 可以 吗	3
帮我找的最新上映的恐怖片吧	FilmTele-Play	帮 我 找 的 最新 上映 的 恐怖片 吧	3
沈腾的喜剧电影可以播放一下吗	FilmTele-Play	沈腾 的 喜剧电影 可以 播放 一下 吗	3
是不是能找一个2018年的美剧看一下	FilmTele-Play	是不是 能 找 一个 2018 年 的 美剧 看 一下	3
我现在就想看一个今年的俄罗斯动作片	FilmTele-Play	我 现在 就 想 看 一个 今年 的 俄罗斯 动作片	3
需要你立刻播放幸福触手可及给我看看呢	FilmTele-Play	需要 你 立刻 播放 幸福 触手可及 给 我 看看 呢	3
找一部情感生活剧就给我播放最美的安排	FilmTele-Play	找 一部 情感生活 剧 就 给 我 播放 最美 的 安排	3
我想看窥探的第一集呢	FilmTele-Play	我 想 看 窥探 的 第一集 呢	3
播放吴磊秦昊演的沙海	FilmTele-Play	播放 吴磊 秦昊演 的 沙海	3
帮我播放破案的剧较凌云壮志包青天	FilmTele-Play	帮 我 播放 破案 的 剧较 凌云壮志 包青天	3
来一个日本的悬疑类电视剧吧	FilmTele-Play	来 一个 日本 的 悬疑 类 电视剧 吧	3
海派甜心为我放一下哦，那个台湾言情喜剧	FilmTele-Play	海派 甜心 为 我 放 一下 哦 ， 那个 台湾 言情 喜剧	3
给我继续观看红楼梦可以吗	FilmTele-Play	给 我 继续 观看 红楼梦 可以 吗	3
我想看清平乐帮我播放一下	FilmTele-Play	我 想 看 清平乐 帮 我 播放 一下	3
胡歌演的仙剑奇侠传现在就播出给我	FilmTele-Play	胡歌演 的 仙剑 奇侠传 现在 就 播出 给 我	3
快点找一个中国台湾的我们不能是朋友看看	FilmTele-Play	快点 找 一个 中国台湾 的 我们 不能 是 朋友 看看	3
有宫廷剧乾隆王朝看吧赶紧播放	FilmTele-Play	有 宫廷 剧 乾隆 王朝 看吧 赶紧 播放	3
播放钟汉良马天宇孙怡演的凉生我们可不可以不忧伤	FilmTele-Play	播放 钟汉良 马 天宇 孙怡演 的 凉生 我们 可不可以 不 忧伤	3
玄幻剧秘密花园是不是能给我播放呢	FilmTele-Play	玄幻剧 秘密 花园 是不是 能 给 我 播放 呢	3
帮我按顺序播放一下台湾言情剧媳妇的眼泪	FilmTele-Play	帮 我 按 顺序 播放 一下 台湾 言情剧 媳妇 的 眼泪	3
最热明星谭松韵，我看看她主演的最好的我们。	FilmTele-Play	最 热 明星 谭松韵 ， 我 看看 她 主演 的 最好 的 我们 。	3
播放管虎导演的八佰	FilmTele-Play	播放 管虎 导演 的 八佰	3
接上次播放大浪淘沙第15集	FilmTele-Play	接 上次 播放 大浪淘沙 第 15 集	3
播放靳东演的精英律师	FilmTele-Play	播放 靳东演 的 精英 律师	3
沈腾出演的2019年上线的电影给我播放一个吧	FilmTele-Play	沈 腾出 演 的 2019 年 上线 的 电影 给 我 播放 一个 吧	3
现在接着前面看的古装剧继续播放吧	FilmTele-Play	现在 接着 前面 看 的 古装剧 继续 播放 吧	3
我想继续看一会毒液2	FilmTele-Play	我 想 继续 看 一会 毒液 2	3
帮我找一下九十年代的都市生活类型的电视剧吧	FilmTele-Play	帮 我 找 一下 九十年代 的 都市生活 类型 的 电视剧 吧	3
王子文演的第二次也很美1点5倍速播放一下	FilmTele-Play	王子 文演 的 第二次 也 很 美 1 点 5 倍速 播放 一下	3
我想继续看宫斗剧甄嬛传呢	FilmTele-Play	我 想 继续 看宫 斗剧 甄 嬛 传 呢	3
开始观看周润发演的传记片孔子	FilmTele-Play	开始 观看 周润发 演 的 传记片 孔子	3
张国立的那个剧连续播放一下吧	FilmTele-Play	张国立 的 那个 剧 连续 播放 一下 吧	3
陈伟霆演的南方有乔木不收费呢吧赶紧放给我看	FilmTele-Play	陈伟霆演 的 南方 有 乔木 不 收费 呢 吧 赶紧 放给 我 看	3
看一个今年新出的玄幻片可以吗	FilmTele-Play	看 一个 今年 新出 的 玄幻片 可以 吗	3
播放誓盟的第10集	FilmTele-Play	播放 誓盟 的 第 10 集	3
播放共产党员刘少奇	FilmTele-Play	播放 共产党员 刘少奇	3
播放评分最高的90年代爱情片	FilmTele-Play	播放 评分 最高 的 90 年代 爱情片	3
帮我播放满满喜欢你可以吗	FilmTele-Play	帮 我 播放 满满 喜欢 你 可以 吗	3
冯小刚出演的电影继续放映一下吧	FilmTele-Play	冯小刚 出演 的 电影 继续 放映 一下 吧	3
由张子枫主演的唐人街探案快找出来	FilmTele-Play	由 张子枫 主演 的 唐人街 探案 快 找 出来	3
恐怖片吧就找找怒晴湘西找找吧	FilmTele-Play	恐怖片 吧 就 找 找 怒 晴 湘西 找 找 吧	3
五月的青春可以播放第十集吗	FilmTele-Play	五月 的 青春 可以 播放 第十集 吗	3
需要看一个美国的灾难片呢	FilmTele-Play	需要 看 一个 美国 的 灾难片 呢	3
来一个玄幻题材的三生三世枕上书吧	FilmTele-Play	来 一个 玄幻 题材 的 三生 三世 枕上 书吧	3
听说九十年代的阿飞正传很好看，播放一下吧	FilmTele-Play	听说 九十年代 的 阿飞 正传 很 好看 ， 播放 一下 吧	3
可以来继续来播放抗日战争片地道战吗	FilmTele-Play	可以 来 继续 来 播放 抗日战争 片 地道战 吗	3
帮我接上回放一下凤归四时歌	FilmTele-Play	帮 我 接上 回放 一下 凤归 四时 歌	3
快点帮我播放养父的花样年华	FilmTele-Play	快点 帮 我 播放 养父 的 花样年华	3
古力娜扎演的爱情片可以播放不	FilmTele-Play	古力 娜 扎演 的 爱情片 可以 播放 不	3
是不是能继续播放美国的毒液2啊	FilmTele-Play	是不是 能 继续 播放 美国 的 毒液 2 啊	3
是不是可以播放一下去年的谈莎莎主演的悬疑片你是她	FilmTele-Play	是不是 可以 播放 一下 去年 的 谈莎莎 主演 的 悬疑片 你 是 她	3
由陈飞宇主演的天醒之路给我搜一下。	FilmTele-Play	由 陈 飞宇 主演 的 天醒 之路 给 我 搜 一下 。	3
快点给我播放搞笑的电影呆头呆脑	FilmTele-Play	快点 给 我 播放 搞笑 的 电影 呆头呆脑	3
我想你播放一下玄幻剧遇龙可以吗	FilmTele-Play	我 想 你 播放 一下 玄幻剧 遇龙 可以 吗	3
找我们在梦开始的地方并且播放	FilmTele-Play	找 我们 在 梦 开始 的 地方 并且 播放	3
是不是能现在就播放一下90年代的战争片呢	FilmTele-Play	是不是 能 现在 就 播放 一下 90 年代 的 战争片 呢	3
我想看吴磊的长歌行可以吗	FilmTele-Play	我 想 看 吴磊 的 长 歌行 可以 吗	3
灵域啊赶快给我放啊	FilmTele-Play	灵域 啊 赶快 给 我 放 啊	3
找个70年代的武侠剧	FilmTele-Play	找个 70 年代 的 武侠剧	3
我现在只想看香港拍的洗冤录了	FilmTele-Play	我 现在 只想 看 香港 拍 的 洗冤录 了	3
能让我看长歌行的第20集吗	FilmTele-Play	能 让 我 看长 歌行 的 第 20 集 吗	3
能给我播放一个18年上线的动作类电影么	FilmTele-Play	能 给 我 播放 一个 18 年 上线 的 动作类 电影 么	3
可以来一个周星驰拍的香港那边的电影吗	FilmTele-Play	可以 来 一个 周星驰 拍 的 香港 那边 的 电影 吗	3
麻烦接着放在远方	FilmTele-Play	麻烦 接着 放在 远方	3
给我找抗日的片吧我的兄弟叫顺溜	FilmTele-Play	给 我 找 抗日 的 片 吧 我 的 兄弟 叫 顺溜	3
播放张艺谋导演的电影活着。	FilmTele-Play	播放 张艺谋 导演 的 电影 活着 。	3
李易峰出演的抗日战争片来一个吧	FilmTele-Play	李易峰 出演 的 抗日战争 片来 一个 吧	3
能播放一个古天乐主演的反贪风暴吗	FilmTele-Play	能 播放 一个 古天乐 主演 的 反贪 风暴 吗	3
能播放有范冰冰出演的青年包青天吗	FilmTele-Play	能 播放 有 范冰冰 出演 的 青年 包青天 吗	3
能把唐嫣和迪丽热巴演出的克拉恋人播出一下吗	FilmTele-Play	能 把 唐嫣 和 迪丽 热巴 演出 的 克拉 恋人 播出 一下 吗	3
冯小刚导演的剧情类电影播放一个吧	FilmTele-Play	冯小刚 导演 的 剧情 类 电影 播放 一个 吧	3
是姜潮和李溪芮演的我站在桥上看风景电视剧不是诗播放赶紧	FilmTele-Play	是 姜潮 和 李溪 芮演 的 我 站 在 桥 上 看 风景 电视剧 不是 诗 播放 赶紧	3
玄幻剧三生三世枕上书能不能继续播放	FilmTele-Play	玄幻剧 三生 三世 枕上 书能 不能 继续 播放	3
播放赵薇演的电视剧还珠格格一的第一集	FilmTele-Play	播放 赵薇演 的 电视剧 还珠格格 一 的 第一集	3
播放一个泰国的偶像剧可以吗有关校园生活的更好	FilmTele-Play	播放 一个 泰国 的 偶像剧 可以 吗 有关 校园生活 的 更好	3
是不是可以继续来剧情片给我看	FilmTele-Play	是不是 可以 继续 来 剧情片 给 我 看	3
你是不是能给我找一下今年播放量最高的古装剧进行放映	FilmTele-Play	你 是不是 能 给 我 找 一下 今年 播放 量 最高 的 古装剧 进行 放映	3
我要看大陆的古装剧红楼梦	FilmTele-Play	我要 看 大陆 的 古装剧 红楼梦	3
大陆宫廷剧2003年的少年康熙播放下	FilmTele-Play	大陆 宫廷 剧 2003 年 的 少年 康熙 播放 下	3
我一定要看孙俪主演的玉观音	FilmTele-Play	我 一定 要 看 孙俪 主演 的 玉观音	3
播放廖凡主演的电视剧沉默的真相	FilmTele-Play	播放 廖凡 主演 的 电视剧 沉默 的 真相	3
我需要一个法国的悬疑推理剧呢不要爱情有关的	FilmTele-Play	我 需要 一个 法国 的 悬疑 推理 剧 呢 不要 爱情 有关 的	3
帮我继续播放一下迪丽热巴的那个长歌行吧	FilmTele-Play	帮 我 继续 播放 一下 迪丽 热巴 的 那个 长 歌行 吧	3
第27集太行之脊么能帮我播一下	FilmTele-Play	第 27 集 太行 之脊 么 能 帮 我播 一下	3
陈坤主演的画皮很好看，现在播	FilmTele-Play	陈坤 主演 的 画皮 很 好看 ， 现在 播	3
帮我播放林永健演的情景喜剧桃花运	FilmTele-Play	帮 我 播放 林永健 演 的 情景喜剧 桃花运	3
能继续播放一下电影夏洛特烦恼吗	FilmTele-Play	能 继续 播放 一下 电影 夏洛特 烦恼 吗	3
我要接着上次看遍地书香	FilmTele-Play	我要 接着 上次 看 遍地 书香	3
徐璐主演的那个良辰美景好时光给我放一下	FilmTele-Play	徐璐 主演 的 那个 良辰美景 好时光 给 我 放 一下	3
给我立刻播放一个中国的仙侠剧	FilmTele-Play	给 我 立刻 播放 一个 中国 的 仙侠 剧	3
范冰冰的电视剧武媚娘传奇播放给我看	FilmTele-Play	范冰冰 的 电视剧 武媚娘 传奇 播放 给 我 看	3
是不是能来一个杨幂主演的扶摇啊	FilmTele-Play	是不是 能 来 一个 杨幂 主演 的 扶摇 啊	3
我需要看一会武磊演的穿越火线呢	FilmTele-Play	我 需要 看 一会 武磊演 的 穿越 火线 呢	3
请放一部韩国的恐怖片	FilmTele-Play	请放 一部 韩国 的 恐怖片	3
播一下90年代出品的霸王别姬。	FilmTele-Play	播 一下 90 年代 出品 的 霸王别姬 。	3
给我播放佟丽娅和佟大为主演的爱的厘米	FilmTele-Play	给 我 播放 佟丽娅 和 佟 大为 主演 的 爱 的 厘米	3
帮我播一下山河令的最新一集	FilmTele-Play	帮 我播 一下 山河 令 的 最 新一集	3
恐怖电影梦幻岛放给我看	FilmTele-Play	恐怖电影 梦幻岛 放给 我 看	3
播放科幻片来自星星的你	FilmTele-Play	播放 科幻片 来自 星星 的 你	3
我要看悬疑剧盗墓笔记。	FilmTele-Play	我要 看 悬疑剧 盗墓 笔记 。	3
找一下肖战演出的古装剧的第一集播放	FilmTele-Play	找 一下 肖战 演出 的 古装剧 的 第一集 播放	3
日本的喜剧可以给我安排播放一个吗	FilmTele-Play	日本 的 喜剧 可以 给 我 安排 播放 一个 吗	3
我想看美剧悬疑片了就后裔	FilmTele-Play	我 想 看 美剧 悬疑片 了 就 后裔	3
我需要看一个战争片箭在弦上	FilmTele-Play	我 需要 看 一个 战争片 箭在弦上	3
楚门的世界这部美国电影播放下。	FilmTele-Play	楚门 的 世界 这部 美国 电影 播放 下 。	3
是不是可以给我看一个美国的科幻片啊，DC系列出品的	FilmTele-Play	是不是 可以 给 我 看 一个 美国 的 科幻片 啊 ， DC 系列 出品 的	3
是否能找一个金莎的古装剧播放出来啊	FilmTele-Play	是否 能 找 一个 金莎 的 古装剧 播放 出来 啊	3
沈腾出演的喜剧可以播放一下吗	FilmTele-Play	沈 腾出 演 的 喜剧 可以 播放 一下 吗	3
幸福院播放一下	FilmTele-Play	幸福 院 播放 一下	3
播放由贾玲导演并主演你好李焕英。	FilmTele-Play	播放 由 贾玲 导演 并 主演 你好 李焕英 。	3
快点帮我播放韩剧请回答1988	FilmTele-Play	快点 帮 我 播放 韩剧 请 回答 1988	3
帮我播放刘嘉玲演过的情深缘起	FilmTele-Play	帮 我 播放 刘嘉玲 演过 的 情深 缘起	3
是不是能来一个喜剧类型的2021年上线的电影呢	FilmTele-Play	是不是 能 来 一个 喜剧 类型 的 2021 年 上线 的 电影 呢	3
战争片薛平贵与王宝钗播放给我看看呢	FilmTele-Play	战争片 薛平贵 与 王宝钗 播放 给 我 看看 呢	3
90年代的香港电影给我来一个看	FilmTele-Play	90 年代 的 香港电影 给 我 来 一个 看	3
我想要看张翰和张钧甯演的温暖的弦	FilmTele-Play	我 想要 看 张翰 和 张钧 甯 演 的 温暖 的 弦	3
继续放一下铁齿铜牙纪晓岚第一季吧	FilmTele-Play	继续 放 一下 铁齿 铜牙 纪晓岚 第一季 吧	3
美国90年代的电影继续播放一下吧	FilmTele-Play	美国 90 年代 的 电影 继续 播放 一下 吧	3
你好李焕英有了吧赶紧播放	FilmTele-Play	你好 李焕英 有 了 吧 赶紧 播放	3
赵丽颖主演的电视剧花千骨，第二集	FilmTele-Play	赵丽颖 主演 的 电视剧 花千骨 ， 第二集	3
请帮我在腾讯视频找到邓超演的电影乘风破浪	FilmTele-Play	请 帮 我 在 腾讯 视频 找到 邓超演 的 电影 乘风破浪	3
播放沈腾的喜剧片夏洛特烦恼	FilmTele-Play	播放 沈腾 的 喜剧片 夏洛特 烦恼	3
麻烦帮我接着放原来你是这样的顾先生	FilmTele-Play	麻烦 帮 我 接着 放 原来 你 是 这样 的 顾先生	3
马丽主演的喜剧来一个可以吗	FilmTele-Play	马丽 主演 的 喜剧 来 一个 可以 吗	3
13年出的电影西游降魔篇播放一下可以吗	FilmTele-Play	13 年 出 的 电影 西游 降魔 篇 播放 一下 可以 吗	3
现在能帮我找一下张艺谋导演的长城不	FilmTele-Play	现在 能 帮 我 找 一下 张艺谋 导演 的 长城 不	3
除了三生三世之外，还有其他杨幂的偶像剧能放一下吗	FilmTele-Play	除了 三生 三世 之外 ， 还有 其他 杨幂 的 偶像剧 能放 一下 吗	3
刘涛主演的电视剧陪你一起长大继续播放	FilmTele-Play	刘涛 主演 的 电视剧 陪 你 一起 长大 继续 播放	3
给我看一个美国有点吓人的恐怖片吧	FilmTele-Play	给 我 看 一个 美国 有点 吓人 的 恐怖片 吧	3
现在就续播一下迪丽热巴演出的那个现代剧	FilmTele-Play	现在 就续播 一下 迪丽 热巴 演出 的 那个 现代 剧	3
